gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NM_001077405,255.97543908077773,0.4652355568892146,0.25920755412225965,1.7948379570364617,0.07267952132303371,0.16551236929567417
NM_001256518,639.5530291175049,-0.25554258994906154,0.12598322860120084,-2.0283857842537127,0.042520889827814795,0.10908319024597507
NM_007726,12.196262301629595,-0.7830676702150242,0.6625252599527778,-1.181943870745152,0.23722797300715295,0.39744243552421465
NM_007542,24.45856989933954,-1.7031924463226074,0.520130167564017,-3.274550396296674,0.0010583026033781848,0.005175196537952592
NM_007719,30.747833785974397,0.36231027809440564,0.37862218689922406,0.9569177154186158,0.3386087887943641,0.510042977690427
NM_011975,17244.61518971376,0.11760729267337461,0.08305948873625518,1.4159404838960852,0.15679293057338703,0.295497510041563
NM_013563,379.3865782752218,0.37534967577681533,0.1205761837875617,3.112966955714312,0.0018521675422640221,0.008389820469454244
NM_011972,368.0689509317003,-0.2654553528684932,0.12920325973072588,-2.054556157652152,0.0399218939798466,0.10391370821201888
NM_011971,3031.200586553265,0.08765258681295242,0.08431801593742351,1.0395475491027166,0.2985501560951102,0.4670237365070205
NM_011970,2068.3433458693903,0.06778449833332918,0.07670937369495269,0.8836533929071729,0.37688334697358483,0.5482421672457957
NM_025400,205.98437662833916,0.22994873151809797,0.1618039376263371,1.4211565855036943,0.15527124275339604,0.29329162618922755
NM_009003,47.355687678097446,-0.8824636061771457,0.32745976698863194,-2.6948764249495762,0.007041474047446722,0.02555197109211362
NM_008903,305.65434065023277,-0.9149924138577283,0.14239919023395303,-6.425545063524958,1.313978311067405e-10,3.96770279716056e-9
NM_007514,60.53080846213167,0.6140645068614418,0.262560953738556,2.338750290619732,0.019348360746953234,0.05826244940043019
NM_009113,1013.0758817631339,0.4531705870061277,0.10112945491386639,4.481093934423957,7.426141535655066e-6,6.961526721960585e-5
NM_009169,4393.425926779934,0.2154988959573957,0.0793155691271396,2.7169810206109695,0.006588038544642133,0.024214136590947236
NM_009168,2.165474255058631,-0.06797107478575766,1.2556255648741639,-0.054133235804711875,0.9568290127162405,NA
NM_023626,1253.6498809071927,0.39723472269882376,0.100610410132016,3.948246728917932,7.87256452478093e-5,5.499054919121747e-4
NM_023625,251.35388758823012,0.029547320723898454,0.1614871013010309,0.18297015975795358,0.8548214323979991,0.9151845810342205
NM_021314,45.767024515122095,-0.5599623906545753,0.31201751987898696,-1.7946504762673308,0.07270940557120362,0.1655231104494497
NM_026114,2664.822001603178,-0.14017222314203007,0.0987418482927472,-1.4195827358472286,0.15572919443205585,0.293849864445886
NM_016927,354.3426457226685,-0.12496839319164797,0.12152180492654373,-1.0283618916554738,0.30377962747336706,0.47302403539096166
NM_016926,1413.2378289147307,-0.2067276321301708,0.08191839920668573,-2.5235799787613384,0.011616663247927903,0.03835300726517073
NM_175126,75.65378242348972,-0.6776343856389466,0.25575665191811303,-2.649527903015826,0.008060431592209302,0.028473560318737042
NM_012015,14274.66656195514,0.09083461188816147,0.06978845588235828,1.3015707360151438,0.19306316902289733,0.34365782263311667
NM_001024468,8.077841151626782,-1.0619327671157646,0.7253504647141044,-1.4640271410514965,0.14318653272987217,0.27677375463837733
NM_001081402,265.5210357105172,-0.05098459994600259,0.13508973479295378,-0.3774128361725226,0.7058668291286057,0.817032293395061
NM_007979,1.8064944777045946,-0.6818876055942982,1.3981252503439938,-0.4877156788538988,0.6257512445806763,NA
NM_008079,592.4879586433631,0.021996402864998252,0.15643357472647706,0.14061177661802332,0.8881766442817188,0.9373063298498224
NM_008007,47.570112953187554,0.40404912751324773,0.40659016003991794,0.993750383613758,0.3203444070323785,0.49114437424840285
NM_001290466,1533.0164551924745,-0.20673638910276027,0.1262773871291194,-1.6371608076699515,0.10159687374899118,0.2145273026613837
NM_025659,415.0849846030413,0.5902940365986661,0.25777887741568845,2.289923994225373,0.022025723035445175,0.06452576883316019
NM_025660,28.474385900900103,-0.4743008118996994,0.3876418668765891,-1.2235541421811884,0.22112046787922401,0.37899429740491364
NM_026489,4.5579937280327485,-0.470847332309225,1.0131964320964275,-0.4647147555928362,0.642135740114802,NA
NM_001122950,2.9904908938564208,-1.2637482870536207,1.184991436466284,-1.0664619575835876,0.28621486683169384,NA
NM_001122949,346.2701013416665,-0.6730485435302197,0.2684462614555395,-2.5072002861238993,0.012169173523513538,0.03987998888588716
NM_001160039,2355.7727458372497,-0.15255988691610015,0.07265661089456359,-2.099738551492431,0.03575184633125685,0.09510807330273731
NM_001163233,583.1361803161508,-0.2836989125427659,0.12584750017318433,-2.2543070951139694,0.024176855291429215,0.06960169529854293
NM_001164360,2430.069615505576,0.3488225450576888,0.08757275351698315,3.9832314395600332,6.798448955581173e-5,4.831460729120224e-4
NM_001164359,2436.6798220232163,0.34913476031379426,0.08767001869869069,3.982373512588385,6.823043889628167e-5,4.845767284518061e-4
NM_001164268,5.13899999822475,-1.4580333594368187,0.9364207579071772,-1.5570280209244853,0.11946383277151433,0.24249058276947902
NM_001190984,603.5238076806373,-0.13760494314435226,0.10594031120068567,-1.2988912490891535,0.19398125325875473,0.3450123866035203
NM_001190978,96.37596976506195,-0.5513601273233227,0.22657587850297528,-2.433445832655494,0.014955872998092456,0.047065800646700295
NM_028027,28.69423897596683,-1.6005966313641817,0.418494849622163,-3.824650728221091,1.3095760780724303e-4,8.59758277321758e-4
NM_146129,1515.2836449965316,-0.047290052833826896,0.0828072360912101,-0.5710859952110717,0.5679413514063856,0.7147330558998398
NM_019651,640.4696993363979,-0.0834151454923871,0.11875311093208643,-0.7024249288095811,0.48241420338197233,0.6450511036291187
NM_021293,963.2775528343954,-0.449766049241193,0.16758550712506654,-2.683800389168136,0.007279055158697302,0.02622126539745763
NM_019948,520.7323909499252,0.2868662040603519,0.13961537878973038,2.0546891506299647,0.03990903852975966,0.1038927021006729
NM_025683,2778.3858282101687,-0.13199927240557427,0.11432989219956784,-1.1545473354874136,0.24827584373697462,0.40995922583734695
NM_025682,1387.3240881578251,-0.18565316329389553,0.10508374722147472,-1.7667162449261782,0.07727576140068672,0.17362709387340272
NM_027230,1264.1730044810472,-0.17701226199461595,0.10231412838543025,-1.730086204006825,0.08361487471542962,0.18460062486746925
NM_026582,2720.7691177896154,0.176899939503377,0.083499664688227615,2.1185706573060963,0.03412676770256074,0.09146108549441999
NM_027226,765.7438262019961,0.3017266966809448,0.10590616078579033,2.84900042114857,0.004385682241490963,0.017258935498461175
NM_027223,756.1012801782216,-0.3346669999115274,0.10809788533956871,-3.0959625052815363,0.0019617516605507424,0.00881266093569567
NM_027222,133.0111890270741,-0.5062303021773619,0.32265558956740975,-1.568949426402543,0.11665972366175978,0.2380226727206528
NM_027219,1.8119629492647389,-0.0878009802495013,1.363392146533114,-0.06439891888241032,0.948652590848659,NA
NM_027218,102.25029031120634,1.3431688183414419,0.31057515951076214,4.324778647646152,1.5268509708646997e-5,1.3138906630377924e-4
NM_027217,3.469744990147277,1.1250832662520458,1.1193367560461995,1.005133852859567,0.31483240113105687,NA
NM_025367,309.60276618688835,-1.9091674009219937,0.5298892618055496,-3.6029554447219385,3.146194739259137e-4,0.0018195800208858583
NM_007398,660.8183552029631,-0.7849604357121457,0.20858749636572643,-3.763219029849407,1.67740166075885e-4,0.0010577423019673363
NM_007380,3827.557340318261,0.3552258378361887,0.08129402150533407,4.369642825615174,1.2444992213322437e-5,1.0956740711412953e-4
NM_007407,2.8080809706717997,-0.07211399572558427,1.2366061832976614,-0.058316056234878004,0.953496878253986,NA
NM_007397,24.065676557491344,0.41709462201099107,0.4004919859687768,1.0414556011702782,0.29766414893082294,0.4661079219211754
NM_007622,1165.8878539681857,-0.14713810880506467,0.0989479473602598,-1.4870253777913067,0.1370081084528257,0.26802874775809143
NM_007619,4457.960255848546,0.16377345189052814,0.11881344949382426,1.3784083585506945,0.16807724416646833,0.31077542565987004
NM_173024,182.5369297179843,-1.4977362186565588,0.3372798554389391,-4.440633481378219,8.969444856683488e-6,8.230583993383568e-5
NM_172551,335.6402806030732,0.08173178340649123,0.12938820538545578,0.6316787775439577,0.5275967983836042,0.6830246105793506
NM_007904,53.1382582479334,0.23891451916287704,0.6187123567386971,0.38614796772804494,0.6993870864593806,0.8116090135292967
NM_007933,175.05676321350674,-0.14956964724580563,0.20242930431251777,-0.7388734934093066,0.45998381922407755,0.6256932192673694
NM_008033,1657.815341775133,0.25958517789089064,0.07735935713694843,3.355575685968406,7.919998161641392e-4,0.00402318858416931
NM_010554,111.66680167539158,-0.6647418735857255,0.32408516687402483,-2.051133286961317,0.04025396848296238,0.10457772647263014
NM_011239,3580.196112893697,-0.26198477828822786,0.09120772039554055,-2.8723969544691874,0.004073709089479541,0.016258143022369543
NM_019662,72.7372852141296,0.8169219337540363,0.30183116422710476,2.706552637948828,0.006798580351176739,0.024861710965874712
NM_177772,13.968062072218544,-0.6426519693686674,0.5224954003082973,-1.2299667499263571,0.2187095562888822,0.3761111427000334
NM_178577,485.23428835836995,0.15652111933562707,0.11087151082254984,1.4117343416212624,0.15802819761187856,0.2974124651830353
NM_009839,9.76223438641266,-1.064924013766234,0.6519142999757149,-1.6335337540623123,0.10235678763575029,0.21577514480626997
NM_201393,4867.785045435004,0.4925956447949803,0.09766431002795795,5.043763117293994,4.5646434720295e-7,5.998969395958382e-6
NM_001177833,753.7127506905284,-0.2621108416517581,0.22336612234982814,-1.173458351223241,0.2406120492775728,0.40147004318055507
NM_018748,1931.149006909899,0.11765353741826032,0.07360822893660986,1.598374789313047,0.1099595918605773,0.22799471864053036
NM_027504,50.902151605911854,0.40232038151547656,0.3050634723759437,1.3188087658678411,0.18723305295579343,0.33653587322818374
NM_028190,1593.3740138563035,0.04936935309807516,0.10609811101018665,0.4653179272280835,0.6417037985431123,0.7698206519228429
NM_001081406,316.09916816464715,-0.10214751997721719,0.13073550140017878,-0.7813296226596145,0.4346086518233666,0.6030799207297145
NM_007960,19.586760170989773,1.5367995441526154,0.48992075150970726,3.1368329253596956,0.0017078341728511324,0.007835753957474838
NM_009631,163.3908722479961,0.8096367506236487,0.18088057658007411,4.476084530089001,7.602439472879755e-6,7.102261764014302e-5
NM_016714,3159.2309690707903,-0.23445988907935209,0.07057454974336189,-3.322159190982369,8.93237167369704e-4,0.0044791162200539
NM_021302,5.260349181251585,-0.17988658844930724,0.9412503783932581,-0.19111449257144408,0.848435893481335,0.911539572613483
NM_019719,1747.8359367163373,-0.21270431302994292,0.08055740570117928,-2.6404066910862443,0.008280659155851884,0.029128546813464072
NM_029803,1649.504010213546,1.6949906500675436,0.35325584998444604,4.798195557531955,1.6010142584811457e-6,1.8179717869186272e-5
NM_029789,2600.9624611824343,0.055092289590951096,0.07419795096678979,0.7425041914649344,0.4577819132208394,0.6237544319027014
NM_001282992,2159.5817940408065,-0.3948401027464098,0.09318128376037459,-4.2373327218992,2.2619082235220584e-5,1.8475654417188643e-4
NM_001285910,2017.1984016727492,1.0025351210788689,0.1597518776449478,6.275576449292359,3.4834126634485594e-10,9.597628106256873e-9
NM_001285906,1555.9696001545137,-0.10184271221770069,0.08268329987662562,-1.2317204607177439,0.2180535240075252,0.3755208086191116
NM_001286412,3931.566687024781,0.23141524946195302,0.09820404483688569,2.3564737058063914,0.01844937374158784,0.055990264649652455
NM_001285512,2428.363696974889,-0.038631458969106795,0.08810339313211787,-0.43847867370074983,0.6610393263995868,0.7837815966064896
NR_045783,437.54066398283044,-0.5660182454114089,0.12990346880088036,-4.357221948237713,1.317236766447422e-5,1.1522372053319895e-4
NR_045782,51.85369991292097,-0.09666012691431225,0.28029661468802264,-0.34484942681843467,0.7302075724493182,0.8344405813699219
NM_001284506,2694.592751895301,1.1060250986161733,0.2036587978979683,5.430774953165954,5.610985662111186e-8,9.043809184119968e-7
NM_001285500,43.847360231857095,-0.5631694364276737,0.31302566074411836,-1.799115877876972,0.07200035251335417,0.1643743063530423
NM_001285458,30.467627120475736,0.7534544549224174,0.3714244361273047,2.028553809701882,0.0425037572936689,0.10906501295388789
NM_001252492,298.4410239430048,-0.5341147804211671,0.13456408063150668,-3.9692225288842056,7.210751867615773e-5,5.081227971366636e-4
NM_001252491,276.5494172255661,-0.5401162125132728,0.13629897813789246,-3.9627311949972364,7.409719423688515e-5,5.205891957337324e-4
NM_008001,79.33491022530906,-0.17223307243453218,0.23954965703153552,-0.7189869297615339,0.4721489728916684,0.6364205842460429
NR_104069,5879.620296063654,-0.3765614136858972,0.10843382980920616,-3.472729999009282,5.151933649670536e-4,0.0027851999867529137
NM_001146057,1037.5526947208598,-0.03510231439230909,0.10447726477787284,-0.33598041130708645,0.7368856382208275,0.8395090565887803
NM_177324,85.60412128788774,0.7293285331001881,0.24133761717478128,3.022025913896359,0.0025108905198706136,0.010811968281814932
NM_001146043,1523.9944660830304,0.18035657087666693,0.09922791430343117,1.8175991316833557,0.06912542445367825,0.15918350554877053
NM_019549,11263.909192580091,0.09918174192619872,0.217126144108922,0.45679318044925943,0.6478197079198549,0.774025297377578
NM_026278,7.150186501164801,0.07963684637192385,0.8020847273777909,0.09928732421109174,0.9209101424998768,0.9563919443095815
NM_020042,1674.1256213544382,0.1210213210013814,0.08954008713850736,1.3515881530713332,0.17650710225766666,0.32245066309142995
NM_023190,3449.2287582970116,-0.09050660962498436,0.07625512655193485,-1.1868921306339095,0.23527017175127532,0.3952910307144357
NM_018798,318.1641904629399,0.22507520492501257,0.15914440163030025,1.4142828941471193,0.1572788574163612,0.29620760525387035
NM_019537,578.2990358509193,-0.4397398232297048,0.12452303863465097,-3.5313932911635404,4.133766144231362e-4,0.0023089322551429663
NM_019536,12.078406852349085,0.7098864514272232,0.5555107995516796,1.2778985611083191,0.20128519549801263,0.35465092700053896
NM_022417,2399.4293671340142,0.651835714089723,0.1091911783173818,5.96967377891149,2.3772843234185825e-9,5.337458112279301e-8
NM_026468,2434.6819339483823,0.050693214637538724,0.08825143744825648,0.5744180050014611,0.5656849718280492,0.7132578212067353
NM_027103,8.73405603863682,0.30965647453120776,0.657927164482449,0.4706546427138261,0.6378873796314035,0.7670547160995516
NM_001177843,910.4310113009396,0.034575213645668526,0.10824128328092622,0.3194272332852248,0.7494025624611043,0.8482002458855189
NM_001190473,532.717171032059,-0.08228851774998694,0.11322162537513447,-0.7267915248287806,0.4673536756823236,0.6320961916785767
NM_001190466,5.867781924058847,-0.8740860056976967,0.8048939721512213,-1.0859641591817957,0.2774948493482361,0.44341581469048014
NM_019932,6836.831609813741,-1.2378111939305028,0.48273219315092053,-2.5641778433109716,0.010342053774811327,0.03489840371540701
NM_021346,152.34521602751087,0.10161731472365725,0.16556088205981467,0.6137761134115269,0.5393632838062457,0.6922918270598521
NM_021345,1234.3815339075545,-0.2330329636960047,0.08774831734913721,-2.655697234270624,0.00791446362062777,0.028044870192173905
NM_028184,221.83422869400894,0.1232275122672688,0.14404864183813493,0.855457647464233,0.39229784139713053,0.5627520975048307
NM_134139,711.6625878651188,-0.1796741279667519,0.11603853450414527,-1.548400526898531,0.12152589445286406,0.2455970114927052
NM_134138,590.4133784740098,-0.27856250369413094,0.10966641137697997,-2.5400895333081346,0.011082409436467846,0.036886431285474995
NM_133729,3378.8198186473037,-0.20884186733029153,0.11769318148210381,-1.7744602083175702,0.0759870584209515,0.17129633738731992
NM_133726,2532.8638328942857,-0.10191923306416371,0.07551205486312719,-1.3497081128159214,0.17710962899836447,0.32329133640352203
NM_001163246,940.9598542246168,0.4002543070151554,0.09537787335810992,4.196511129078577,2.7105814836681024e-5,2.1659710928199547e-4
NM_001177900,4.808952502308087,0.26394154681403226,0.8611788473185562,0.3064886552147261,0.7592326163330554,0.8546674308828769
NM_001177844,952.1461651812116,0.040306537129187255,0.10456118384891848,0.38548279242349226,0.6998797529717717,0.8120071242863324
NM_009083,10207.623476736737,0.17798011787529577,0.07737378266367627,2.300263884589036,0.02143327444205872,0.0631565989972227
NM_009367,2.100951087988626,-0.5203459167892033,1.4021952282641994,-0.3710937723225232,0.7105676893647574,NA
NM_009613,16.006522968943745,0.012278420807297172,0.5221306270003799,0.02351599422128562,0.9812386804693296,0.9907763459989588
NM_013508,942.7980604404544,0.7005853112171204,0.12238282273151885,5.72453956838413,1.0371463404423702e-8,1.9997765717002042e-7
NM_027093,220.8105312031711,0.03641379060063434,0.14937186776285663,0.24377944218013675,0.8074016428322509,0.8855435532345345
NM_027893,81.95993482624418,0.4394426461957726,0.23766561282251014,1.8489954898269214,0.06445846397432241,0.1509011981180196
NM_028003,446.16012231759987,-0.3359489959624447,0.11197741921578189,-3.000149479379113,0.002698471420399632,0.011514644852259512
NM_028002,110.47075843303327,-0.34307714501359676,0.2167555816540101,-1.5827834392805804,0.11347083259084596,0.23340267611367663
NM_027892,5343.375680866876,-0.049017523705878904,0.08802247406394666,-0.5568750961290705,0.5776127709023966,0.7215549638543963
NM_001081132,1046.980902411266,-0.12972815883294744,0.13839295121670706,-0.9373899298513292,0.3485580190073757,0.52057559684113
NM_001160415,1713.9970675953061,0.04389623171670109,0.09349027121414374,0.46952726895138386,0.6386927980809587,0.7675980813249762
NM_001164518,4.729027076170016,-0.8144075496684107,0.9260279383881819,-0.8794632601322434,0.37915014520421947,NA
NM_011862,2547.3611506512757,0.12094720058797959,0.08582064116392751,1.4093019924770338,0.15874588991993227,0.298323553713464
NM_025372,2023.0451061775345,-0.39863644591062036,0.09538613391461721,-4.179186529013231,2.9255366499205516e-5,2.318960431048744e-4
NM_025371,231.77365168738774,-0.4756270995579352,0.14786839418929054,-3.2165568725191633,0.0012973881632125934,0.00616223898742258
NM_001290398,2118.5887530836358,-0.29944960732245446,0.08372967133857223,-3.5763857965187698,3.4837740681082437e-4,0.00199042681033416
NM_001290420,564.7720947294882,0.25322198900877524,0.12767722345891544,1.9832980554300523,0.04733414649440989,0.118778508384204
NM_001290425,1330.9709079276606,8.947141439143178e-4,0.08987153542181828,0.009955478558532632,0.9920568085732997,0.9967395701298027
NM_001290426,300.29052122073807,0.046668458968288966,0.14322873544510686,0.32583167632709353,0.7445517111944149,0.8453593871844964
NM_001165995,505.8410699249495,0.1807461506456613,0.10700797161217404,1.6890905221597363,0.09120208387743035,0.19711647481427677
NM_001159604,2064.41733116172,0.0032750260201558977,0.09274804631608745,0.03531099737664052,0.9718317541620851,0.9855695393413292
NM_001163470,2401.125338441599,0.6975831341058724,0.11585889944947513,6.020971521571212,1.7337326383337389e-9,4.0474268076197636e-8
NM_001163469,757.1275696952157,-0.10615008329605244,0.09255372885256517,-1.1469022870504308,0.2514220073698854,0.41393972867275214
NM_001163468,762.0840433069833,-0.10308180188301123,0.09185751032537957,-1.1221924208251752,0.2617806344858333,0.4259232130786815
NM_027100,139.90006155130902,1.1628600253569916,0.2107309921285617,5.5182202371427165,3.424500968864684e-8,5.826750825628617e-7
NM_027090,146.85805848932833,0.37010699081413034,0.1681044197967892,2.2016493752010167,0.02769008531011801,0.07745161584230509
NM_028725,155.59937954202766,0.2667936723153548,0.17861899448230315,1.4936467036364804,0.13526798554138625,0.2653178457032286
NM_028724,1006.2060844983636,1.2714591402393467,0.18829874038698918,6.752350746618166,1.4546868039143233e-11,5.609716731755572e-10
NM_029011,137.57286777012044,-0.4042510473923925,0.1855269503353189,-2.178934363238088,0.02933654455917893,0.08123016438264682
NM_001286530,166.9987019923911,0.03306876725559867,0.18872651039317262,0.17522057281039502,0.8609063196353961,0.9185645289044797
NM_001290655,1653.2678290666745,-0.09405488617853665,0.08082585742532031,-1.163673225062158,0.2445564640599862,0.4057749630268522
NM_001198998,3366.596199712465,0.09029987601413304,0.08870744272587773,1.0179515183768313,0.30870099663695355,0.4783670635420606
NM_007413,396.2165798711433,1.5393730403861534,0.19165280786171923,8.032092290016628,9.582424208187044e-16,1.0050435361543427e-13
NM_001252058,47.910537751259334,0.3618964496118778,0.2956178316917566,1.2242037212059336,0.22087538575991933,0.3786659428485162
NM_001252057,47.910537751259334,0.3618964496118778,0.2956178316917566,1.2242037212059336,0.22087538575991933,0.3786659428485162
NM_001101484,6.644048854657986,0.5057032508293142,0.8721370562274035,0.5798437839768338,0.5620199683891196,0.7105762598239096
NM_001101478,280.0160018613181,0.29909140631393505,0.13872583488574874,2.1559892327212125,0.0310845059268021,0.08505033073084566
NM_001114312,182.29642481091437,1.3855167163207722,0.1758620346145698,7.878429925807222,3.3152033021977185e-15,3.1024301247420116e-13
NM_001145886,3378.64270918315,0.13888818043046738,0.10616891552132483,1.3081812105594188,0.19081185351141539,0.3410453729748642
NM_174854,133.7979246224547,0.9794237514821896,0.23593966256913962,4.1511619573295775,3.307915731020793e-5,2.5778233465970004e-4
NM_001170431,515.2689431668449,0.1864236403694309,0.118038488193031,1.5793462219252428,0.11425666527603336,0.23455242622995084
NM_001170430,520.7464692876885,0.19919474760430075,0.11935460656229438,1.6689322125186317,0.09513081479860286,0.2037120096785246
NM_001170419,3.6891306391643135,-1.3498695019066476,1.0349776355749967,-1.304249923387676,0.19214838316693164,NA
NM_001170912,3.457846688663792,-0.2520068610388659,1.044836531217717,-0.24119262057688728,0.8094058300264134,NA
NM_001001186,311.56880231074666,0.33419148182726105,0.12581745741310335,2.6561614635876154,0.007903576211493582,0.028010862410665548
NM_001079822,19.383336095834554,-0.4116944840610546,0.4488519106109525,-0.9172167352494472,0.3590290789869087,0.5309680875338004
NM_016715,1063.2622682968727,0.17546005827370031,0.11924989824214802,1.4713644276443099,0.14119258814778243,0.2738951582352127
NM_001081423,459.1293963573855,-0.46142107409785,0.14720634808209013,-3.134518858117022,0.0017213618931470342,0.007886154898104085
NM_001122685,687.582112824548,-0.263999888945064,0.09830565915902525,-2.6855004198486845,0.007242128377152977,0.02610990521361147
NM_001143790,599.358518102153,-0.05677167427303368,0.1008067517395417,-0.5631733320771692,0.5733168603379386,0.7188356006482802
NM_001127349,2864.1858531027433,0.9151687510080398,0.11286096980473592,8.108815231619932,5.111570457508613e-16,5.75011949238184e-14
