"","Pool1","Pool2","Pool3","Pool4","Pool5","Pool6","Pool7","Pool8","Pool9","Pool10","Pool11","Pool12","Pool13","Pool14","Pool15","Pool16"
"ENSMUSG00000100808.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000100483.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100450.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099392.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000033569.17",1,1,0,0,0,1,0,2,0,0,0,7,3,0,1,1
"ENSMUSG00000080849.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104257.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000102296.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000103209.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000104027.1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000102407.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000103214.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000104100.1",0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1
"ENSMUSG00000084740.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104221.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102250.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102317.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"ENSMUSG00000103563.1",0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000102465.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000102659.1",0,1,0,0,1,0,0,0,0,1,1,3,1,0,1,0
"ENSMUSG00000103924.1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000104132.1",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ENSMUSG00000102747.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102386.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000103004.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000104516.1",0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0
"ENSMUSG00000101618.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073722.3",0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,4
"ENSMUSG00000095256.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101514.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000101372.1",0,1,1,3,2,0,1,1,1,1,6,1,2,1,3,2
"ENSMUSG00000103241.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000086240.4",15,20,23,17,6,0,12,3,10,16,11,5,3,11,23,8
"ENSMUSG00000048411.4",0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"ENSMUSG00000081557.2",0,1,0,0,1,0,2,3,0,0,0,1,2,0,1,0
"ENSMUSG00000101235.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000064433.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080391.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000099492.1",73,74,65,84,61,40,38,61,74,36,65,62,73,66,66,83
"ENSMUSG00000101726.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000098883.1",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"ENSMUSG00000053185.2",0,1,0,0,0,1,0,0,1,0,1,1,2,0,3,2
"ENSMUSG00000100261.1",9,11,3,6,3,3,11,10,3,1,3,9,12,11,5,10
"ENSMUSG00000101180.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000048874.15",1462,1525,1172,1993,909,888,790,1167,1867,1037,1197,1969,1567,1781,1925,1824
"ENSMUSG00000103783.1",12,21,14,13,8,37,6,22,32,16,11,21,18,35,24,24
"ENSMUSG00000104315.1",39,50,31,51,22,27,33,23,69,33,34,56,50,64,69,36
"ENSMUSG00000026064.15",1581,2292,1447,2625,960,2328,1067,1783,1619,948,927,1984,1677,1518,1376,1501
"ENSMUSG00000086151.3",0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0
"ENSMUSG00000086726.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000087346.2",0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
"ENSMUSG00000100371.1",0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000100237.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086727.7",1,0,0,0,1,0,0,3,2,0,0,2,0,1,0,1
"ENSMUSG00000100910.1",1,1,0,0,0,0,0,2,5,0,0,2,0,0,1,1
"ENSMUSG00000099796.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000050217.13",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026063.4",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000100205.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094215.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000101093.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070960.4",37,23,21,30,26,9,12,22,29,14,31,30,34,35,52,50
"ENSMUSG00000082159.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000026058.11",0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
"ENSMUSG00000103482.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104498.1",0,6,0,0,0,2,0,3,0,0,0,0,4,4,2,2
"ENSMUSG00000104313.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102865.1",0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102321.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000091318.2",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000104433.1",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"ENSMUSG00000102926.1",0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
"ENSMUSG00000100497.1",0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ENSMUSG00000102917.1",19,15,13,14,10,33,26,29,19,10,12,31,23,24,28,20
"ENSMUSG00000100481.1",7,5,11,12,2,11,5,10,12,4,4,15,10,7,8,6
"ENSMUSG00000100590.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104230.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000101754.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000065223.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000100318.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101612.2",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3
"ENSMUSG00000065260.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026134.11",397,288,257,375,259,178,200,289,321,143,177,270,296,278,316,354
"ENSMUSG00000101682.1",1,1,3,2,0,5,0,0,5,0,1,2,4,0,0,1
"ENSMUSG00000102714.1",15,19,10,9,9,28,7,22,20,3,10,22,13,14,19,19
"ENSMUSG00000102093.1",0,4,2,3,1,1,4,0,2,1,0,2,0,4,4,1
"ENSMUSG00000103746.1",2,2,4,3,3,0,2,0,1,0,2,1,1,0,4,0
"ENSMUSG00000102198.1",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"ENSMUSG00000004768.14",31,26,17,23,14,25,22,23,42,15,18,37,50,33,31,33
"ENSMUSG00000042215.8",25,7,7,24,9,13,8,15,30,10,9,28,26,17,17,24
"ENSMUSG00000103072.1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000042197.13",681,709,658,901,420,791,475,685,800,372,424,768,722,662,843,666
"ENSMUSG00000081402.4",24,27,21,33,21,23,21,19,18,17,9,25,22,21,24,22
"ENSMUSG00000042182.16",2,7,3,5,1,8,2,5,3,0,0,1,1,1,4,1
"ENSMUSG00000104416.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026131.18",204,255,216,158,134,231,265,129,83,61,61,55,74,43,71,68
"ENSMUSG00000103596.1",3,8,6,0,0,2,1,1,0,1,2,0,0,1,0,0
"ENSMUSG00000099382.1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084506.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103364.1",1,6,4,0,0,4,2,2,0,0,1,1,0,1,0,0
"ENSMUSG00000096992.3",5,9,10,3,4,9,4,2,1,0,1,1,0,1,3,0
"ENSMUSG00000103001.1",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102839.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000101206.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101462.2",23,22,27,30,21,41,24,31,23,11,10,14,21,25,36,23
"ENSMUSG00000102336.1",211,272,249,216,164,180,175,233,210,138,167,182,225,315,304,259
"ENSMUSG00000042111.9",195,194,194,233,115,65,99,85,175,179,197,186,121,225,268,209
"ENSMUSG00000101711.1",0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000026127.13",445,565,472,577,292,388,342,398,447,319,360,442,364,476,475,472
"ENSMUSG00000026126.15",54,44,44,49,27,30,30,44,54,39,67,50,70,67,76,94
"ENSMUSG00000100280.2",10,9,1,3,7,12,6,9,19,9,13,16,31,19,26,18
"ENSMUSG00000101223.6",12,8,9,19,15,22,13,28,16,13,6,21,27,22,29,27
"ENSMUSG00000026125.9",2,1,0,0,0,1,0,0,2,1,1,0,3,0,0,0
"ENSMUSG00000101116.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026124.4",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"ENSMUSG00000101803.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037529.13",0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0
"ENSMUSG00000045815.4",0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000045174.10",0,2,1,0,1,1,0,0,0,0,0,1,1,0,1,0
"ENSMUSG00000100524.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102499.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000103521.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104098.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037509.20",54,48,31,48,38,20,36,44,117,46,61,85,99,105,129,141
"ENSMUSG00000102537.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102612.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104002.2",7,14,11,5,3,5,13,9,12,6,6,14,19,12,22,20
"ENSMUSG00000037503.12",1603,1956,1621,2131,926,1230,941,1203,2004,1220,1410,2045,1663,1807,1881,1826
"ENSMUSG00000104358.1",42,59,47,36,37,41,33,41,64,37,36,62,32,65,62,36
"ENSMUSG00000026123.11",450,542,397,563,285,378,281,370,613,378,509,646,526,748,757,666
"ENSMUSG00000103716.1",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000103548.1",2,0,1,1,0,0,1,0,2,1,1,1,4,2,0,0
"ENSMUSG00000103760.1",2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0
"ENSMUSG00000103997.1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000104417.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064601.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101714.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000102531.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000103096.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102279.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000103708.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000104201.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102434.1",1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSMUSG00000045216.7",303,330,245,385,164,177,230,178,267,178,180,259,209,257,292,231
"ENSMUSG00000102202.1",20,20,11,17,8,26,7,17,34,9,4,16,22,14,16,23
"ENSMUSG00000037470.14",1940,1815,1659,2336,1201,1293,1122,1583,1847,1075,1372,1866,1811,1842,1983,2070
"ENSMUSG00000098752.1",0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
"ENSMUSG00000047180.8",724,475,448,763,445,295,327,466,697,462,580,596,664,944,1030,874
"ENSMUSG00000037447.16",441,384,382,426,259,229,280,248,396,355,387,358,356,432,495,405
"ENSMUSG00000102762.1",15,2,1,3,0,3,5,5,3,2,2,5,6,4,4,5
"ENSMUSG00000010453.12",467,664,522,556,279,270,337,276,531,456,543,485,405,687,762,552
"ENSMUSG00000037432.15",44,30,45,31,45,31,29,33,59,29,39,46,53,75,79,65
"ENSMUSG00000001143.13",307,206,207,270,237,211,164,282,301,178,187,277,383,406,395,397
"ENSMUSG00000037408.10",400,428,297,443,278,248,308,267,443,271,271,387,410,486,519,468
"ENSMUSG00000104316.1",12,13,16,15,13,10,9,6,25,10,3,17,19,15,26,20
"ENSMUSG00000001138.13",413,290,274,476,213,123,183,234,501,291,364,470,446,459,544,553
"ENSMUSG00000067653.12",4,3,3,3,2,2,5,5,4,3,10,8,5,6,7,6
"ENSMUSG00000079610.9",37,31,26,34,20,34,28,37,35,18,34,42,46,38,59,39
"ENSMUSG00000026121.13",19,13,16,14,2,9,13,11,15,13,13,19,8,22,30,15
"ENSMUSG00000087589.3",2,1,0,1,0,0,0,0,0,1,1,1,0,1,3,0
"ENSMUSG00000046337.17",0,4,0,0,2,0,0,1,0,1,1,5,6,0,4,0
"ENSMUSG00000089906.1",1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,3
"ENSMUSG00000061518.11",498,535,432,563,274,226,322,332,359,266,346,339,293,431,460,383
"ENSMUSG00000037351.9",368,380,342,428,201,146,184,195,357,218,348,302,261,413,480,347
"ENSMUSG00000102416.4",0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1
"ENSMUSG00000104237.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000026117.10",8,19,14,5,2,1,6,6,9,9,8,5,8,10,8,8
"ENSMUSG00000097291.1",0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0
"ENSMUSG00000026116.11",1586,2064,1490,2116,1096,2020,1274,1502,2115,1029,1276,2049,1914,1929,2058,2063
"ENSMUSG00000103016.1",0,1,1,0,0,2,1,0,0,4,3,0,1,0,3,2
"ENSMUSG00000102930.1",23,23,10,10,6,31,8,8,20,14,11,14,16,30,21,14
"ENSMUSG00000103159.1",44,36,30,33,30,71,39,48,59,16,21,23,44,66,60,35
"ENSMUSG00000080054.3",37,27,44,20,18,15,12,16,18,16,40,17,21,26,29,25
"ENSMUSG00000095944.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000050122.18",0,2,0,0,3,0,0,2,0,0,0,0,1,0,1,1
"ENSMUSG00000103603.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000026114.14",0,1,0,0,1,0,0,2,0,0,0,3,2,1,4,0
"ENSMUSG00000102231.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000026113.17",1064,728,617,1124,723,610,510,812,1453,629,655,1146,1482,1171,1293,1359
"ENSMUSG00000086064.1",7,5,2,4,4,4,2,4,8,3,4,4,4,10,16,4
"ENSMUSG00000102879.1",3,2,2,6,2,3,5,4,10,2,4,7,4,8,16,7
"ENSMUSG00000026112.7",970,925,789,1285,604,1138,751,1033,1107,552,667,1199,1087,1056,1101,1104
"ENSMUSG00000026111.15",288,273,317,338,185,169,199,204,294,163,230,330,275,305,351,314
"ENSMUSG00000026110.15",545,492,429,724,345,429,360,500,503,186,283,457,480,360,387,513
"ENSMUSG00000103948.1",13,10,5,10,5,27,6,5,8,4,2,9,17,5,13,10
"ENSMUSG00000087233.1",0,1,0,0,0,0,0,0,0,2,0,0,1,1,3,0
"ENSMUSG00000026090.16",7,4,2,4,4,2,1,7,4,4,3,5,6,4,3,7
"ENSMUSG00000089767.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000104365.1",0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0
"ENSMUSG00000102650.1",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"ENSMUSG00000060771.14",63,104,66,105,47,93,53,84,89,59,61,76,65,82,79,81
"ENSMUSG00000097268.1",0,0,0,0,3,1,1,1,0,0,0,0,1,1,0,0
"ENSMUSG00000037216.5",5,4,8,3,3,6,8,7,5,4,3,5,9,7,8,6
"ENSMUSG00000026088.15",56,33,51,65,48,55,69,55,67,25,48,56,71,47,59,52
"ENSMUSG00000026087.11",238,196,211,298,146,170,131,201,221,154,164,239,204,260,262,239
"ENSMUSG00000061584.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087374.1",0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0
"ENSMUSG00000026085.11",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000058407.12",443,568,493,573,250,404,299,355,397,295,333,398,402,468,485,467
"ENSMUSG00000026083.12",664,703,647,882,357,656,477,612,751,414,540,730,746,791,782,731
"ENSMUSG00000026082.11",586,348,349,533,361,244,244,370,571,208,275,476,467,436,491,531
"ENSMUSG00000103804.1",24,15,8,13,18,10,12,17,20,11,8,18,11,16,22,20
"ENSMUSG00000102716.1",0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"ENSMUSG00000037138.17",322,190,229,313,195,182,180,267,241,95,122,206,243,196,255,289
"ENSMUSG00000085391.1",2,8,5,9,7,4,2,8,7,0,3,3,9,14,12,13
"ENSMUSG00000085280.1",1,0,1,1,3,5,3,5,4,3,0,3,1,1,2,1
"ENSMUSG00000087131.7",11,5,5,5,5,4,4,8,3,4,1,1,4,3,6,4
"ENSMUSG00000102984.1",2,2,0,2,0,3,2,4,2,0,0,0,0,4,2,2
"ENSMUSG00000102541.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103531.1",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000048814.10",3,1,0,3,1,0,0,1,2,0,2,4,1,0,0,3
"ENSMUSG00000026080.13",32,8,8,18,17,9,3,11,55,7,4,30,23,17,10,13
"ENSMUSG00000103647.1",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000102447.1",11,1,2,3,2,1,0,4,5,1,1,5,9,4,5,6
"ENSMUSG00000067604.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026078.10",188,194,196,218,131,178,164,176,172,99,141,185,184,218,212,208
"ENSMUSG00000103046.1",7,17,11,12,6,9,9,6,6,5,12,6,13,18,23,16
"ENSMUSG00000104188.1",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"ENSMUSG00000103182.1",0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,2
"ENSMUSG00000098833.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000026077.15",0,2,2,3,5,0,2,4,2,2,0,5,3,3,7,5
"ENSMUSG00000092563.1",2,0,1,3,1,2,2,1,0,2,1,3,2,1,1,1
"ENSMUSG00000073702.11",2897,2888,2752,3265,1904,803,1789,1546,2256,1829,2356,2405,1832,2990,3350,2719
"ENSMUSG00000003134.10",1591,796,831,1399,1168,886,800,1254,1278,337,555,854,1450,978,1157,1345
"ENSMUSG00000102607.1",15,5,11,10,5,7,14,8,20,3,6,3,15,16,18,18
"ENSMUSG00000003135.15",401,363,280,448,265,267,212,331,391,194,267,371,365,394,431,445
"ENSMUSG00000085894.1",62,75,55,77,37,52,34,41,88,52,55,61,95,105,96,90
"ENSMUSG00000077704.1",6,8,9,6,5,0,3,4,7,7,12,9,3,15,19,9
"ENSMUSG00000048234.13",558,1251,904,831,271,306,357,273,468,549,611,437,368,697,778,510
"ENSMUSG00000064936.1",20,31,16,22,10,23,10,16,30,19,22,36,21,45,18,35
"ENSMUSG00000102471.1",0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0
"ENSMUSG00000050967.5",0,2,3,3,0,1,1,1,4,4,3,2,3,3,6,1
"ENSMUSG00000097083.1",0,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0
"ENSMUSG00000057173.8",2,1,0,0,2,2,0,1,0,1,0,1,1,2,1,0
"ENSMUSG00000091937.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101634.6",1,4,0,2,0,0,2,1,0,0,0,1,0,2,0,0
"ENSMUSG00000026074.15",1258,4017,2771,2044,840,1598,1817,1003,1049,1386,1398,1238,704,1741,1884,1155
"ENSMUSG00000102985.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000026073.13",92,202,107,170,59,106,73,88,126,133,65,151,105,148,108,103
"ENSMUSG00000097899.2",6,5,2,8,6,4,6,11,8,4,2,8,17,10,2,7
"ENSMUSG00000102975.1",6,8,3,9,13,8,7,7,15,7,3,12,18,12,16,21
"ENSMUSG00000026072.12",56,51,46,115,28,77,39,78,35,16,7,30,58,32,30,39
"ENSMUSG00000103560.1",0,1,0,2,0,6,1,2,1,3,1,2,8,2,0,1
"ENSMUSG00000070942.8",457,318,254,662,410,365,277,600,179,105,87,233,236,148,163,249
"ENSMUSG00000103230.1",8,8,8,10,7,7,3,9,6,0,1,3,6,3,2,5
"ENSMUSG00000026069.15",296,253,273,428,95,211,122,216,413,133,205,411,289,233,313,284
"ENSMUSG00000026070.15",89,50,53,90,61,57,42,60,107,37,40,80,99,78,74,85
"ENSMUSG00000026068.11",1217,633,675,1243,796,562,514,855,941,285,372,707,1010,614,721,934
"ENSMUSG00000104441.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000026065.8",0,4,5,5,0,0,2,0,2,4,1,2,2,4,2,2
"ENSMUSG00000102676.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000026062.12",5,2,3,2,2,1,0,3,3,1,2,6,9,13,5,6
"ENSMUSG00000103679.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000103270.1",3,0,1,0,1,0,0,0,6,1,0,2,2,3,1,2
"ENSMUSG00000041945.12",18,7,9,13,7,8,5,7,22,4,5,10,21,18,13,17
"ENSMUSG00000079588.3",0,2,0,0,0,1,0,1,0,0,0,1,2,0,2,0
"ENSMUSG00000094136.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104072.1",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000100185.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100832.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000100178.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000101877.1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSMUSG00000053640.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101919.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101299.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000100180.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103106.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060424.14",0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0
"ENSMUSG00000104199.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000093436.6",0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2
"ENSMUSG00000045515.3",0,2,0,0,0,1,0,5,0,1,2,0,2,1,3,0
"ENSMUSG00000097063.3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000099784.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000060679.14",237,295,220,263,155,116,151,186,213,147,166,195,167,238,267,243
"ENSMUSG00000077448.1",0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1
"ENSMUSG00000041907.9",2,2,3,0,1,0,1,1,0,0,0,0,1,3,2,1
"ENSMUSG00000070939.9",331,401,305,413,203,300,205,314,481,321,406,432,459,517,565,440
"ENSMUSG00000100269.1",1,0,0,0,1,1,0,0,1,2,0,1,0,0,1,0
"ENSMUSG00000041878.3",4,3,1,6,2,3,1,2,6,3,8,10,10,1,6,4
"ENSMUSG00000010290.7",186,183,193,267,123,128,124,157,164,101,90,153,158,151,165,176
"ENSMUSG00000008136.14",3,5,8,10,3,4,8,1,5,4,7,10,6,10,9,1
"ENSMUSG00000094497.1",570,487,415,762,372,479,369,574,541,291,409,659,585,652,554,660
"ENSMUSG00000099576.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101923.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000066877.11",111,109,72,121,74,62,63,75,129,62,93,125,109,101,101,106
"ENSMUSG00000103422.1",1,2,1,2,3,3,1,2,6,2,0,3,7,5,8,8
"ENSMUSG00000103945.1",16,13,9,6,12,5,5,3,14,5,3,7,4,8,13,5
"ENSMUSG00000026051.8",4,4,5,2,2,3,2,3,6,2,1,0,3,8,7,4
"ENSMUSG00000100764.1",2,2,3,3,1,4,2,0,2,0,3,3,6,4,6,7
"ENSMUSG00000100635.1",0,3,3,1,6,6,1,9,4,3,1,3,14,7,4,16
"ENSMUSG00000100480.1",3,8,1,3,1,6,1,5,7,6,0,6,7,10,6,7
"ENSMUSG00000057363.12",178,199,173,257,108,141,89,166,239,134,136,210,195,221,202,213
"ENSMUSG00000090243.1",2,4,1,2,3,6,0,3,6,0,3,0,5,7,13,6
