"Sample_id","M1","M3","M4","M14","M15","M16"
"NM_001167964",2720,2457,2969,2158,2225,2238
"NM_001167963",2898,2564,3162,2274,2378,2388
"NM_001177776",230,152,182,114,75,62
"NM_015763",565,457,472,422,421,470
"NM_001167680",581,472,463,482,523,462
"NM_172541",213,145,209,207,198,206
"NM_153744",11,5,6,19,9,16
"NM_181591",2,0,0,2,0,1
"NM_199447",1075,912,937,428,530,437
"NM_199446",2549,2663,3345,2291,1773,1821
"NM_207685",1,0,0,0,0,0
"NM_199419",10,6,16,9,6,8
"NM_199366",0,2,0,0,0,0
"NM_199364",4,3,10,3,4,5
"NM_199323",7647,6504,7128,7188,6838,6233
"NM_199322",696,741,647,499,449,451
"NM_199319",1,0,1,0,0,0
"NM_199316",550,491,630,603,582,579
"NM_199314",9,17,14,9,13,14
"NM_199311",459,199,253,1075,1074,1002
"NM_199310",470,401,411,504,448,373
"NM_199309",0,0,2,0,0,0
"NM_199308",1361,1373,1397,1418,1095,1153
"NM_001167161",0,0,0,0,0,0
"NM_001081657",0,0,0,0,0,0
"NM_001270457",0,0,0,0,0,0
"NM_001113515",101,31,57,7,17,9
"NM_001112715",321,262,322,309,320,269
"NM_001126314",3,0,1,2,0,2
"NM_001122998",768,492,621,884,826,864
"NM_001112698",1,0,0,0,0,1
"NM_001143765",11,1,0,0,0,4
"NM_001109747",595,554,645,422,471,344
"NM_001142921",22,19,13,17,29,19
"NM_001113420",106,73,100,87,56,52
"NM_001112697",4,12,5,8,2,3
"NM_001099742",1,0,0,1,0,1
"NM_001099738",207,160,175,198,200,177
"NM_001109691",721,654,675,813,760,741
"NM_001294331",1692,1511,1694,1603,1469,1446
"NM_001111314",0,0,0,0,1,0
"NM_001109688",3359,3079,3498,2894,2798,2827
"NM_001185002",0,0,0,0,0,0
"NM_007524",0,0,0,0,0,0
"NM_007517",2503,2002,2139,2169,2081,1849
"NM_007460",3563,2616,3033,2718,2767,2674
"NM_007458",1653,1566,1562,1077,1061,953
"NM_007515",0,4,3,1,2,2
"NM_009984",407,279,273,517,456,371
"NM_010505",0,0,0,0,0,0
"NM_010504",0,0,0,0,0,0
"NM_009441",1530,1311,1641,1201,1115,1086
"NM_001114362",2603,2352,2641,2695,2702,2585
"NM_001142580",932,766,902,983,902,885
"NM_207515",3287,2574,2928,3384,3314,3094
"NM_207282",0,0,0,0,0,0
"NM_001271391",399,319,401,420,384,387
"NM_001286713",967,1045,999,956,851,810
"NM_001271583",228,220,211,215,211,152
"NR_039568",0,0,0,0,0,0
"NR_040568",0,0,0,0,0,0
"NM_001271348",2808,2472,2944,2571,2254,2065
"NM_001271347",2810,2463,2945,2568,2252,2056
"NM_198664",961,935,1122,920,850,867
"NM_001271343",2053,1817,2107,1822,1709,1567
"NM_028970",0,0,0,0,0,0
"NM_001163611",0,1,0,0,0,0
"NM_001164236",10,4,4,3,5,1
"NM_023210",4007,3660,3889,3508,3241,2673
"NM_024290",54,100,95,74,46,58
"NM_024288",3459,2809,3339,3540,3306,3119
"NM_024287",3731,3378,4165,3598,2992,2787
"NM_024286",0,0,0,0,0,0
"NM_023175",439,331,437,378,362,337
"NM_024284",1059,830,882,708,630,491
"NM_001163449",1057,876,960,999,851,796
"NM_001159570",1,0,1,0,1,0
"NM_019415",3,4,5,11,3,2
"NM_021489",10,9,13,3,2,6
"NM_019400",1522,1105,1289,1444,1537,1425
"NM_001029868",156,97,129,175,167,199
"NM_010114",0,0,0,0,0,0
"NM_010208",3131,2140,2913,3891,3809,3260
"NM_010210",23,15,19,37,16,23
"NM_009592",3563,2840,3250,3567,3573,3246
"NM_008962",3,5,9,7,5,1
"NM_009062",0,0,0,0,0,1
"NM_001177320",431,402,406,275,270,241
"NM_001080812",6,4,3,2,6,10
"NM_001038993",3010,2490,2836,2847,2707,2798
"NM_001177371",20,18,19,9,10,14
"NM_001177606",582,440,522,451,452,385
"NM_001177605",223,313,363,207,161,181
"NM_001113478",986,887,929,1013,942,890
"NM_001114116",6,3,10,4,7,6
"NM_028146",28,31,29,20,24,16
"NM_027339",0,0,0,0,0,0
"NR_002864",627,552,637,465,392,374
"NR_002846",57,49,58,25,21,23
"NR_002853",6,3,1,5,3,1
"NM_001163422",211,129,136,155,140,126
"NM_177651",0,0,0,0,0,0
"NM_177647",29,28,27,35,23,20
"NM_177646",5572,4569,5401,5484,5267,4841
"NR_028101",10838,9388,10094,10845,11010,9212
"NR_028113",2530,1944,2034,2677,2529,2477
"NM_178119",1353,1870,2071,1053,807,782
"NR_027388",90,69,84,83,83,66
"NM_178887",0,0,1,0,2,0
"NM_001290799",932,882,934,1070,914,1009
"NR_027871",0,0,0,0,0,0
"NM_178113",4427,4257,4714,3418,3231,3130
"NR_027985",337,301,368,374,367,344
"NM_178065",3207,3141,3349,2687,2395,2121
"NM_178915",0,0,0,0,0,0
"NM_178908",0,0,0,0,0,0
"NM_178883",197,152,178,200,208,144
"NR_027981",0,0,0,0,0,0
"NR_028079",159,146,156,109,134,164
"NM_175556",1,2,1,0,2,1
"NM_178879",176,162,184,194,205,205
"NM_178112",1276,1407,1509,1373,1270,1151
"NM_178084",856,823,920,799,807,749
"NM_178876",1309,1138,1295,887,976,961
"NM_001145972",32,13,15,31,44,41
"NM_001197046",1321,1215,1340,1134,990,919
"NM_001197028",20,22,32,19,13,7
"NM_007420",496,206,239,489,377,374
"NM_007419",12,2,4,5,3,2
"NM_007418",0,0,0,0,0,0
"NM_007417",96,54,49,24,35,24
"NM_007415",4608,3842,4149,3786,4061,3584
"NM_007457",1284,1146,1371,1143,986,857
"NM_007455",765,572,530,610,622,606
"NM_175678",0,2,0,1,0,0
"NM_177610",0,0,0,0,0,0
"NM_001271421",36,34,36,29,19,10
"NR_040701",0,0,0,0,0,0
"NM_001276288",3704,3408,3791,3247,3420,3353
"NR_040674",0,0,0,0,0,0
"NM_001271402",37,35,36,30,20,10
"NM_001272076",1149,912,944,809,756,704
"NM_001271424",75,103,67,62,47,60
"NM_001271422",75,103,67,60,47,60
"NM_001272064",1294,1098,1115,926,862,818
"NR_037588",59,31,36,72,59,73
"NR_037571",0,0,0,0,0,0
"NM_207220",355,336,365,316,275,257
"NR_037238",5,8,5,5,6,4
"NM_198114",3,4,1,3,1,3
"NM_198113",504,325,353,505,482,431
"NM_001271001",6,5,6,3,1,4
"NM_001270842",0,0,1,0,0,0
"NM_001270812",0,0,0,0,0,0
"NM_001271759",0,0,0,0,0,0
"NM_001271753",3100,1956,2248,1890,1600,1362
"NM_001033259",1328,1358,1678,974,810,790
"NM_011664",16282,13517,15885,15966,14278,13115
"NM_011691",6213,5554,6450,6393,6254,6039
"NM_011614",142,92,93,222,218,227
"NM_011821",3,1,1,0,0,3
"NM_016910",952,884,1046,864,832,856
"NM_011460",0,0,0,0,0,0
"NM_011458",0,0,1,0,0,0
"NM_011836",0,0,0,0,0,0
"NM_011906",782,574,658,685,710,685
"NM_013519",1,0,0,0,0,0
"NM_133897",905,664,573,719,749,740
"NM_133907",1192,1260,1293,1202,1166,1172
"NM_029759",1444,1161,1276,1274,1293,1091
"NM_029751",14031,13008,13809,15437,13638,12745
"NM_029745",2955,2865,3301,2280,2100,2113
"NM_033175",0,0,0,0,0,0
"NM_033146",451,346,347,456,384,328
"NM_033145",0,0,0,0,0,0
"NM_033144",1276,1089,1016,478,408,259
"NM_029361",4,7,6,20,21,23
"NR_027008",345,247,284,318,319,306
"NR_027375",4794,3981,4915,5492,5779,5760
"NR_029567",0,0,0,0,0,0
"NM_029576",3454,2953,3261,3319,3267,2876
"NM_177638",1,2,1,0,3,4
"NM_177704",4,2,1,1,2,0
"NR_029581",0,0,0,0,0,0
"NR_027009",330,241,274,312,308,303
"NR_030579",0,0,0,0,0,0
"NM_177544",0,0,0,0,0,0
"NM_177407",65,79,98,44,33,35
"NM_001081088",5,4,2,1,0,0
"NR_029653",5,0,3,1,2,2
"NM_178926",80,88,78,89,65,80
"NM_001081499",644,664,841,595,503,551
"NM_009503",9620,8344,8737,7972,7519,6608
"NM_010493",443,357,320,486,592,511
"NM_001081048",81,97,74,101,84,81
"NM_001039551",450,440,510,452,412,392
"NM_011508",2187,2117,1992,1840,1836,1649
"NM_001291151",1,0,2,7,1,3
"NM_011828",681,569,587,562,604,571
"NM_146666",0,0,0,0,0,0
"NM_146665",0,0,0,0,0,0
"NM_146664",0,0,0,0,0,0
"NM_021523",6846,6833,6779,5466,4886,5410
"NM_012026",85,91,103,44,37,41
"NM_001290374",1211,686,782,2252,2343,2183
"NM_016801",14,7,10,6,8,7
"NM_018774",1127,924,915,1144,1079,986
"NM_018773",4119,3085,3989,4379,4270,3795
"NM_018772",492,412,519,756,798,804
"NM_018771",1770,1299,1460,1279,1230,985
"NM_016779",5,7,2,1,1,0
"NM_018769",425,478,669,395,299,285
"NM_201245",3737,3026,3425,3146,3018,2725
"NM_207671",451,352,428,415,377,386
"NM_207669",1059,1052,1198,972,852,778
"NM_001167939",2929,2398,2639,2813,2583,2516
"NM_001190357",1004,873,1042,852,850,751
"NM_001201416",87,34,48,46,38,18
"NM_001201415",93,39,50,47,38,18
"NM_001201414",93,39,50,47,38,18
"NM_010087",35,13,11,14,10,12
"NM_009148",2129,1797,2161,1759,1722,1591
"NM_001199733",955,700,871,993,986,887
"NM_001205314",4338,3759,4593,5858,4895,4380
"NM_010610",8,1,0,1,2,1
"NM_009615",2939,2395,2752,3565,3478,3123
"NM_001013386",6,12,10,5,3,2
"NM_007953",970,964,1089,1046,919,892
"NM_011608",35,14,16,9,11,8
"NM_011607",113,48,64,64,71,52
"NM_021291",0,0,0,0,0,0
"NM_021536",1515,1370,1481,1526,1395,1413
"NM_001164205",925,656,832,885,983,905
"NM_001164204",928,658,833,888,990,911
"NM_001163553",913,786,923,861,776,697
"NM_001163552",896,769,911,847,762,692
"NM_001163551",0,0,0,0,0,0
"NM_001163550",0,0,0,0,1,0
"NM_001164557",1055,422,435,309,203,129
"NM_001164533",1586,1435,1515,1209,1234,1009
"NM_001164528",0,0,1,0,0,0
"NM_001164495",18,9,7,4,3,2
"NM_001164488",1356,975,1057,1027,1011,901
"NM_001164466",0,1,0,1,1,0
"NM_001130186",2182,2397,2897,1964,1742,1751
"NM_001290731",0,0,0,0,0,0
"NM_001195338",1298,1131,1287,1296,1147,1128
"NM_001169131",648,671,711,561,561,540
"NM_001169114",3538,2887,3741,3460,2667,2583
"NM_001190320",23,8,11,38,45,20
"NM_001170868",8,6,1,5,5,5
"NM_001168684",88,68,61,82,106,81
"NM_001168680",415,333,284,118,97,42
"NM_001177793",1403,1044,1226,1417,1356,1222
"NM_001177792",1430,1064,1248,1434,1374,1240
"NM_001195500",94,56,48,28,26,32
"NR_108044",2,2,1,0,1,1
"NM_172603",50,27,22,79,68,77
"NM_001199016",0,0,0,0,0,0
"NM_026058",93,63,58,86,73,66
"NM_024242",1597,1266,1546,1357,1259,1157
"NM_001159482",19,11,10,3,5,7
"NM_001159385",1284,1224,1465,1345,1110,1088
"NM_020034",33314,29033,31919,30549,30466,26975
"NM_020032",400,337,393,287,311,292
"NM_019632",30,27,39,38,33,39
"NM_019631",0,1,0,0,1,0
"NM_020626",1,0,0,0,1,0
"NM_020625",1416,1118,1124,1088,1059,928
"NM_020622",2,3,1,9,0,2
"NM_020619",3824,3043,3481,1760,2269,1909
"NM_175656",3339,2802,2950,2490,2669,2222
"NR_003617",0,0,0,0,0,0
"NM_175657",34018,29034,33981,29192,30164,25709
"NM_177471",325,261,286,394,443,422
"NM_175655",45957,41556,47088,39121,40583,38121
"NM_175654",57803,53172,58679,51070,52016,46982
"NM_175653",46364,44200,51678,41387,41905,38153
"NM_177469",0,0,0,0,0,0
"NM_177466",337,236,281,353,374,316
"NM_177465",0,1,0,1,0,1
"NM_177464",973,882,1032,1121,1055,1002
"NM_177462",459,383,442,474,406,473
"NM_177600",364,310,368,319,359,297
"NM_177460",93,113,132,71,59,63
"NM_177450",1,0,0,0,0,0
"NM_008351",461,256,290,254,183,207
"NM_008350",2,1,3,0,1,1
"NM_008481",2,0,1,0,2,0
"NM_008208",0,0,1,0,0,0
"NM_008207",1501,943,1178,1989,1702,1524
"NM_001206390",10194,10343,13430,6863,6346,6599
"NM_001252654",3584,3112,3557,3759,3584,3371
"NM_001252651",4647,3616,4587,3771,3173,3084
"NM_001243017",0,0,0,0,0,0
"NM_001243016",0,0,0,0,0,0
"NM_001252682",1584,1327,1491,1282,1263,1201
"NM_009093",20410,17467,19122,21252,20420,17678
"NM_010103",4,1,1,8,3,2
"NM_001277123",3312,2654,3129,2657,2528,2336
"NM_001277122",3312,2654,3129,2657,2528,2336
"NM_001276335",59,54,39,73,64,60
"NR_045281",0,0,0,0,0,0
"NR_045279",0,1,1,1,0,0
"NR_045280",0,0,0,0,0,0
"NM_001276333",59,56,45,81,68,63
"NM_001276330",759,1017,1280,1626,976,1508
"NM_001025606",1,1,2,1,0,4
"NM_001025605",20,6,18,11,21,18
"NM_001081192",0,0,0,0,0,0
"NM_001033343",59,33,31,49,34,45
"NM_001034885",41,34,34,36,14,15
"NM_001034880",0,0,0,0,0,0
"NM_001081024",913,731,869,929,893,893
"NM_001042779",10,11,4,6,6,5
"NM_001039081",2341,2176,2234,2379,2276,2153
"NM_001037931",1,0,0,0,0,0
"NM_001037929",6,2,8,1,4,6
"NM_001037928",8,3,5,9,2,0
"NM_001177629",212,221,223,80,76,83
"NM_001025377",2003,1435,1943,2281,2264,2304
"NM_001033416",169,123,150,164,152,115
"NM_001033415",8,1,12,7,5,7
"NM_001033411",1,2,0,0,1,0
"NM_001033399",593,559,598,496,417,412
"NM_001033409",1,1,2,3,0,0
"NM_001033408",217,122,134,74,212,117
"NM_001110305",2124,1714,1906,1731,1630,1655
"NM_001081124",23,20,30,22,11,21
"NM_001037746",2427,2137,2472,2058,1909,1625
"NM_001037745",0,3,0,0,0,0
"NM_001281526",0,0,0,0,0,0
"NM_147015",0,0,0,0,0,0
"NM_147013",0,0,0,0,0,0
"NM_147011",0,0,0,0,0,1
"NM_147010",0,0,0,0,0,0
"NM_001033540",68,60,77,63,63,63
"NM_001033537",109,85,81,54,55,43
"NM_001033536",1356,1543,1660,1328,1206,1364
"NM_001033535",2,2,0,3,1,2
"NM_001033621",0,0,0,0,0,0
"NM_001034905",0,0,0,0,1,0
"NM_001034903",15,10,3,5,8,5
"NM_001034899",0,1,0,0,1,1
"NM_001034910",0,0,0,0,0,0
"NM_001034898",2,2,1,3,1,2
"NM_001034907",26,17,16,15,8,8
"NM_001034906",3,1,2,3,1,2
"NM_001160178",0,1,0,0,0,0
"NM_001037761",9276,7248,8226,9190,9683,8368
"NM_001025430",2467,2105,2534,2730,2473,2537
"NM_001048054",171,116,122,103,123,138
"NM_001047436",141,120,115,102,136,109
"NM_001047435",137,114,112,100,130,103
"NM_001046637",731,681,610,509,564,557
"NM_001045964",1084,682,668,916,898,897
"NM_001159404",671,633,662,539,542,526
"NM_001166482",420,357,371,383,346,362
"NM_001167983",1044,1256,1339,905,775,801
"NM_001167883",284,198,183,231,234,218
"NM_001167879",4,8,2,9,7,4
"NM_001167923",0,1,0,0,0,1
"NM_009834",470,616,769,380,328,362
"NM_031403",607,587,666,552,488,443
"NM_031402",8,4,8,3,4,2
"NM_001160112",0,0,0,0,0,0
"NM_001146689",2432,2412,2642,2014,2064,2084
"NM_009759",965,534,632,1051,1028,821
"NM_011989",1280,1217,1741,841,908,821
"NM_016959",35165,31154,34105,33527,31784,27813
"NM_139150",354,278,332,281,257,244
"NM_139146",50,38,48,23,18,23
"NM_145852",20,14,18,18,19,24
"NM_145828",272,183,175,248,268,222
"NM_145435",0,0,0,0,0,0
"NM_139144",5471,4553,5687,5645,5655,5607
"NR_027377",2,2,1,4,1,0
"NR_027658",0,0,0,1,0,0
"NR_102294",2,2,1,1,2,1
"NM_008905",365,242,298,453,503,473
"NM_010901",1821,2047,2089,1838,1810,1993
"NM_011714",9510,9066,10244,7926,7582,7508
"NM_012034",0,3,0,0,0,0
"NM_015828",1045,1085,1331,744,651,684
"NM_146305",7,3,16,1,3,0
"NM_009813",2,0,1,3,1,0
"NM_011802",1098,926,1085,998,907,865
"NM_011791",1988,1682,1875,1709,1511,1351
"NM_019830",2526,2299,2356,1920,1909,1619
"NM_021416",16,14,16,15,16,12
"NM_019825",661,877,866,754,675,812
"NM_007511",238,303,185,78,65,45
"NM_007742",2952,1043,1266,98,482,143
"NM_007595",30,23,24,16,13,30
"NM_027955",0,0,0,0,0,0
"NM_009071",6183,5146,6606,5765,5296,4992
"NM_008590",356,192,251,267,297,245
"NM_008682",1499,1272,1498,1360,1348,1274
"NM_009176",340,272,212,321,241,252
"NM_010236",407,364,361,240,186,163
"NM_010185",3759,2728,3168,5610,5096,4652
"NM_010792",211,209,205,155,148,131
"NM_009791",6606,5769,6648,4600,4652,4476
"NM_007412",4,6,4,6,6,9
"NM_008616",67,69,84,36,33,42
"NM_010381",0,0,0,0,0,0
"NM_009304",2615,2331,2631,2170,2470,2262
"NM_010304",1087,1092,1351,1195,1302,1241
"NM_010220",2317,2456,3266,3137,2174,3254
"NM_009303",152,168,169,70,67,53
"NM_010218",1,1,0,0,0,0
"NM_010216",5,0,0,4,1,0
"NM_009302",2423,2035,2292,2428,2534,2190
"NM_010213",454,450,469,288,251,208
"NM_010212",36,28,25,21,28,18
"NM_010291",0,0,0,0,0,0
"NM_009301",0,0,0,0,0,0
"NM_009294",1080,776,844,1058,934,787
"NM_009289",12105,10130,11661,12850,12017,11682
"NM_009300",0,0,0,0,0,0
"NM_009288",3892,2560,3252,3929,4297,4251
"NR_030451",385,344,401,371,406,288
"NM_001167568",0,0,0,0,0,0
"NM_011831",0,1,1,0,0,0
"NM_011829",954,1197,1233,758,532,587
"NM_010680",0,0,1,1,0,0
"NM_001291928",0,3,1,1,0,2
"NM_010629",234,180,250,233,248,232
"NM_053228",0,0,0,0,0,0
"NM_011180",1975,1632,2046,2528,2264,2371
"NM_011275",541,395,458,504,514,419
"NM_011419",0,0,0,0,0,0
"NM_011418",1043,866,906,659,719,635
"NM_011417",3404,3198,3239,2566,2445,2676
"NM_001113360",0,2,1,0,2,1
"NM_001104570",0,0,0,0,0,0
"NM_001104568",0,0,0,0,0,0
"NM_001104567",0,0,0,0,0,0
"NM_001011800",0,0,0,0,0,0
"NM_010503",0,0,0,0,0,0
"NM_010502",0,0,0,0,0,0
"NM_011978",17,10,9,11,16,7
"NM_001286049",1066,1474,1868,1033,785,825
"NM_028370",1489,941,1149,1528,1721,1644
"NM_028369",412,377,425,453,430,436
"NM_028365",293,218,278,321,280,321
"NM_028364",3365,2976,3373,2780,2815,2504
"NM_027799",1000,923,972,979,1009,839
"NM_027773",31,38,32,41,31,30
"NM_009493",0,0,0,0,0,0
"NM_010544",2,1,1,2,4,3
"NM_001159729",78,77,88,68,62,57
"NM_001161774",321,266,208,310,223,236
"NM_001161770",2277,2233,2736,2490,2210,1983
"NM_001161769",2277,2228,2725,2484,2206,1980
"NM_001161747",2281,2269,2457,1880,1706,1647
"NM_001159967",1213,692,852,845,808,733
"NM_001033291",632,420,503,686,625,689
"NM_001081226",210,199,192,251,242,223
"NM_001081225",2668,2424,2847,2600,2396,2338
"NM_001167944",379,326,332,366,304,260
"NM_001177567",50,72,81,43,33,50
"NM_001174155",997,829,937,1284,1120,1053
"NM_001174099",0,0,0,0,0,0
"NM_172439",66,103,115,81,87,68
"NM_153501",2444,2179,2515,2343,2255,2207
"NM_153423",1536,1466,1285,1764,1619,1582
"NM_172437",253,242,265,253,241,213
"NM_153418",0,0,1,0,0,0
"NM_172435",93,111,121,175,169,141
"NM_172429",477,540,535,535,487,458
"NM_172430",0,0,0,0,0,0
"NM_172428",315,266,294,324,328,330
"NM_172426",0,1,0,0,3,0
"NR_015547",0,0,0,0,0,0
"NR_015544",0,0,0,0,0,0
"NR_015545",281,207,242,273,293,204
"NR_015543",53,25,37,49,34,49
"NM_010775",0,0,0,0,0,0
"NM_009609",33145,23469,28852,31234,34519,29422
"NM_207573",0,0,0,0,0,0
"NM_207571",0,0,0,0,0,0
"NM_207566",0,0,0,0,0,0
"NM_207558",0,2,0,0,0,0
"NM_207557",0,0,0,0,0,0
"NM_029782",15,10,15,17,17,12
"NM_207550",0,0,0,0,0,0
"NM_001160265",1,1,0,5,2,1
"NM_001159633",752,391,417,426,469,346
"NM_001159632",17,14,15,25,17,16
"NM_025896",0,0,0,0,0,0
"NM_001243161",567,418,541,623,561,514
"NM_010511",6925,5933,6793,7890,7822,7289
"NM_010509",3480,2573,2848,3816,4155,3767
"NM_009437",396,440,568,285,252,204
"NM_010436",24123,22176,23272,17425,17213,14300
"NM_009434",2,1,1,1,0,0
"NM_009432",9,15,15,6,4,11
"NM_027059",0,0,0,0,0,0
"NM_027857",19,30,14,8,18,9
"NM_027855",753,533,536,819,848,727
"NM_027854",2662,3240,3687,2520,2172,2208
"NM_027853",0,0,0,0,0,0
"NM_027840",891,809,1038,1233,1282,1403
"NM_027839",0,0,0,0,0,0
"NM_027838",103,103,122,116,99,122
"NM_027836",5,10,13,28,24,11
"NM_027041",0,0,0,0,0,0
"NM_027834",35,30,30,43,47,49
"NM_027832",0,0,0,0,0,0
"NM_027830",701,571,655,578,544,617
"NM_027829",172,118,146,181,153,121
"NM_001025360",1553,1082,1233,1671,1789,1579
"NR_024067",659,572,602,484,434,442
"NM_001290665",5,1,2,1,1,1
"NM_175344",3266,2353,2564,2347,2291,2118
"NM_175347",141,107,126,117,114,96
"NM_007590",11104,9889,11333,9839,9355,8410
"NM_007589",9960,8004,9418,9261,8626,7906
"NM_001163441",348,228,230,194,182,122
"NM_001163440",348,228,234,199,187,127
"NM_027070",3,2,2,5,0,2
"NM_198866",0,0,0,0,0,0
"NR_035442",7,3,9,4,4,0
"NR_035441",64,56,50,87,87,69
"NR_035440",0,0,0,0,0,0
"NR_035439",395,335,351,480,487,414
"NR_035438",0,0,1,0,0,0
"NM_001199235",34,21,21,23,18,19
"NM_001199234",34,21,21,23,18,19
"NM_001129804",16,21,16,20,5,20
"NM_001146060",276,127,150,157,165,133
"NM_001162965",3,1,3,0,2,0
"NM_001198791",48,27,38,23,14,10
"NM_001198790",48,27,39,24,14,10
"NM_013776",0,0,0,0,0,0
"NM_013775",0,0,0,0,0,0
"NM_080467",7,8,6,2,2,0
"NM_029990",1,1,2,0,4,3
"NM_033324",2022,1900,2167,1662,1543,1457
"NM_080464",0,0,0,0,0,0
"NM_080463",1769,1591,1832,1306,1279,1162
"NM_080462",490,485,576,490,389,354
"NM_080461",174,131,151,162,126,153
"NM_080459",0,0,0,0,0,0
"NM_134069",0,0,2,2,3,1
"NM_133969",513,373,448,816,741,682
"NM_133968",343,289,327,339,310,334
"NR_000040",1,1,2,0,0,1
"NR_000004",43,29,30,25,25,36
"NR_029764",1,0,1,0,1,0
"NR_029763",8,2,6,5,5,2
"NM_001039159",1289,1295,1365,1311,1211,1042
"NM_001141983",0,0,0,1,0,1
"NM_001141982",1499,1380,1547,1454,1305,1138
"NM_001141981",1508,1404,1576,1465,1323,1156
"NM_153558",0,0,0,0,0,0
"NM_146242",1,0,0,0,0,0
"NM_153556",419,352,366,319,364,321
"NM_153555",2650,2455,2605,2212,2067,1963
"NM_146215",394,368,416,365,328,349
"NM_146214",0,0,0,0,0,0
"NM_148917",3955,3965,3778,2210,1828,1419
"NM_146207",3309,2707,3108,2336,2354,2055
"NM_153551",584,500,524,688,624,530
"NM_153550",1175,1079,1214,1150,1027,1089
"NM_134256",0,0,0,0,0,0
"NM_133806",1571,1476,1618,1421,1444,1280
"NM_134253",7,5,5,17,7,8
"NM_134251",2,1,0,0,1,0
"NM_183112",11,8,14,22,16,15
"NM_182999",2516,2253,2649,2347,2282,2018
"NR_037311",7,6,1,6,3,6
"NR_037313",0,0,0,0,0,0
"NR_037312",44,38,38,45,44,26
"NM_019816",728,642,722,632,663,543
"NM_021877",11,15,11,7,14,4
"NM_023233",186,143,199,220,209,249
"NM_021876",1483,1359,1603,1501,1642,1538
"NM_021782",0,0,0,0,1,0
"NM_023229",672,575,637,627,469,505
"NM_021719",1213,1480,1935,1290,818,862
"NM_021297",1224,1141,1415,1330,1215,1130
"NM_021296",712,703,763,753,685,617
"NM_021543",0,0,0,0,0,0
"NM_021542",115,115,88,32,32,26
"NM_021541",0,0,0,0,0,0
"NM_001291445",1640,1238,1251,1959,1857,1756
"NM_146185",548,522,548,675,705,600
"NM_146182",258,217,247,179,185,207
"NM_146179",49,44,61,68,45,58
"NM_001122892",760,457,500,706,659,665
"NM_001111080",7318,6543,7129,4235,4434,3932
"NM_001013826",1,0,0,0,0,0
"NM_001099774",0,0,0,0,0,0
"NM_001040684",948,668,737,824,918,795
"NM_001037098",768,391,453,582,543,328
"NM_001159492",1593,1251,1284,1005,1007,1012
"NM_001177966",0,0,0,0,0,0
"NM_001081468",374,423,419,253,197,222
"NM_001242953",0,0,0,0,0,0
"NM_001081185",0,1,0,0,0,4
"NM_007909",4,0,2,4,1,1
"NM_016971",0,0,0,0,0,0
"NM_020006",1262,1023,1132,1277,1461,1286
"NM_020005",1926,1766,2037,2148,1949,1865
"NM_175236",49,65,92,61,26,24
"NM_030018",2205,1822,2182,2410,2143,1935
"NM_028094",0,0,0,0,0,0
"NM_030017",274,282,378,281,205,178
"NM_028916",2,2,1,0,4,0
"NM_030016",659,556,645,629,595,631
"NM_028915",1051,827,1031,839,795,760
"NM_001105063",0,0,0,0,0,0
"NM_001142810",35,17,25,17,21,26
"NM_001161535",1,2,0,1,0,1
"NM_001164256",1453,864,907,899,783,605
"NM_001012311",19,21,24,13,6,7
"NM_001033245",10354,10517,13711,7017,6453,6717
"NM_010733",210,97,99,153,188,201
"NR_030147",0,0,0,0,0,0
"NM_183427",0,0,0,0,0,0
"NM_207652",3750,1828,1977,2511,2706,2527
"NM_183355",1331,1094,1322,732,558,563
"NM_010078",13,23,24,14,11,5
"NM_175457",945,768,823,750,684,627
"NM_175456",20,12,13,13,5,14
"NM_175455",0,6,0,1,1,3
"NM_175454",33,15,10,13,19,14
"NM_001145919",4701,3911,4808,5380,5672,5640
"NM_001146308",3898,3061,3302,3843,3677,3212
"NM_008035",6,1,4,7,3,3
"NM_146496",0,0,0,0,0,0
"NM_146505",0,0,0,0,0,0
"NM_146495",0,0,0,0,0,0
"NM_001160369",0,0,0,0,0,0
"NR_045556",221,163,172,217,157,172
"NM_008642",48,34,48,27,17,30
"NM_009650",0,0,0,0,2,0
"NM_009648",507,386,352,270,261,220
"NM_013626",1295,1308,1583,1124,951,963
"NM_001286996",1446,1405,1646,1467,1370,1414
"NM_001286995",1480,1443,1700,1495,1395,1448
"NM_001286994",1521,1482,1727,1531,1414,1481
"NM_001113214",2218,1965,2083,1473,1504,1323
"NM_001080948",4016,3339,3882,3614,3327,3165
"NM_001164034",0,0,0,0,0,0
"NM_029530",4,3,4,0,1,1
"NM_029525",1,2,1,1,1,1
"NM_029999",1389,897,1066,1805,1893,1732
"NM_029998",1148,1032,1137,869,829,709
"NM_029993",2,0,0,0,1,0
"NM_029992",250,211,189,197,177,173
"NM_029988",507,382,455,482,523,458
"NM_030082",1330,984,858,576,599,211
"NM_029595",0,0,0,0,0,0
"NM_029044",11,14,8,19,14,11
"NM_029985",283,237,232,226,198,194
"NM_029984",0,0,0,1,0,0
"NM_029983",3225,2608,2898,2947,2527,2384
"NM_029982",50,17,38,14,10,12
"NM_029981",0,1,0,0,0,0
"NM_029979",1959,1609,1942,1561,1648,1475
"NM_030553",0,0,0,0,0,0
"NM_029977",2318,1984,2431,1453,1397,1444
"NM_029976",2168,2028,2456,1776,1676,1634
"NM_029975",549,496,592,389,421,438
"NM_029974",15,8,10,12,13,9
"NM_001200013",0,0,0,0,0,0
